,loss,cal_loss
0,0.6235913634300232,0.08561902493238449
1,0.09472255408763885,0.050205763429403305
2,0.05925340950489044,0.06245820224285126
3,0.04370589181780815,0.06675451993942261
4,0.03168809041380882,0.03784594684839249
5,0.03350675851106644,0.03946578875184059
6,0.025194192305207253,0.05613842234015465
7,0.024896759539842606,0.03981640189886093
8,0.02594098635017872,0.01982622593641281
9,0.02186099998652935,0.011625315994024277
10,0.022274894639849663,0.0174777302891016
11,0.022630799561738968,0.02205956168472767
12,0.017548197880387306,0.014589996077120304
13,0.014499027281999588,0.009573033079504967
14,0.020341388881206512,0.024392498657107353
15,0.016236379742622375,0.016598356887698174
16,0.014784569852054119,0.034884851425886154
17,0.01042446680366993,0.01567535474896431
18,0.011902258731424809,0.017501911148428917
19,0.018749069422483444,0.010868317447602749
20,0.01575418934226036,0.009606646373867989
21,0.008259466849267483,0.015485558658838272
22,0.01476996298879385,0.00968135241419077
23,0.012590939179062843,0.02744658663868904
24,0.010570557788014412,0.010851165279746056
25,0.011548874899744987,0.011085358448326588
26,0.007132222875952721,0.010497421026229858
27,0.0061742025427520275,0.011597558856010437
28,0.006397275719791651,0.009350255131721497
29,0.008472749032080173,0.02463022992014885
30,0.008921579457819462,0.016140811145305634
31,0.008612590841948986,0.011041688732802868
32,0.008202704600989819,0.009717783890664577
33,0.009079568088054657,0.008349811658263206
34,0.006810578517615795,0.028881829231977463
35,0.008712257258594036,0.006093146279454231
36,0.005852253641933203,0.011593998409807682
37,0.00435702595859766,0.004134658724069595
38,0.006556521635502577,0.016055410727858543
39,0.006076543591916561,0.010566421784460545
40,0.006611381657421589,0.006330758798867464
41,0.0056962682865560055,0.008440269157290459
42,0.004459050949662924,0.007802492007613182
43,0.0051250760443508625,0.007969127967953682
44,0.0046470616944134235,0.015432481653988361
45,0.00781787745654583,0.018861116841435432
46,0.01006106287240982,0.007158748805522919
47,0.006912677548825741,0.012212391942739487
48,0.0063961585983633995,0.00976067315787077
49,0.005411178804934025,0.014538140036165714
50,0.004342817701399326,0.008657674305140972
51,0.005453844089061022,0.012124402448534966
52,0.0038951945025473833,0.006430371664464474
53,0.004675109405070543,0.008332052268087864
54,0.003434801707044244,0.009425797499716282
55,0.004690449219197035,0.010185923427343369
56,0.006459936033934355,0.0065973675809800625
57,0.0033351059537380934,0.007369096856564283
58,0.005174426361918449,0.008734873495995998
59,0.005506925284862518,0.0076482403092086315
60,0.006807096768170595,0.009038400836288929
61,0.0051604523323476315,0.01711215451359749
62,0.00608911644667387,0.008423378691077232
63,0.004229971673339605,0.011766950599849224
64,0.0030132783576846123,0.006856577005237341
65,0.002620335668325424,0.006684764754027128
66,0.0035567095037549734,0.0045579844154417515
67,0.003486496862024069,0.004916003439575434
